"","journal","req_journal","periode","req_periode","req_tot"
"67","Antiviral Research"," AND ( LIMIT-TO ( EXACTSRCTITLE,""Antiviral Research"" )",2,"( LIMIT-TO ( PUBYEAR,2003) OR LIMIT-TO ( PUBYEAR,2004) OR LIMIT-TO ( PUBYEAR,2005) OR LIMIT-TO ( PUBYEAR,2006) OR LIMIT-TO ( PUBYEAR,2007) OR LIMIT-TO ( PUBYEAR,2008) OR LIMIT-TO ( PUBYEAR,2009) OR LIMIT-TO ( PUBYEAR,2010) OR LIMIT-TO ( PUBYEAR,2011)  OR LIMIT-TO ( PUBYEAR,2012) )","""COVID-19"" OR ""Coronavirus"" OR ""Corona virus"" OR ""2019-nCoV"" OR ""SARS-CoV"" OR ""MERS-CoV"" OR ""Severe Acute Respiratory Syndrome"" OR ""Middle East Respiratory Syndrome"" AND ( LIMIT-TO ( PUBYEAR,2003) OR LIMIT-TO ( PUBYEAR,2004) OR LIMIT-TO ( PUBYEAR,2005) OR LIMIT-TO ( PUBYEAR,2006) OR LIMIT-TO ( PUBYEAR,2007) OR LIMIT-TO ( PUBYEAR,2008) OR LIMIT-TO ( PUBYEAR,2009) OR LIMIT-TO ( PUBYEAR,2010) OR LIMIT-TO ( PUBYEAR,2011)  OR LIMIT-TO ( PUBYEAR,2012) ) AND ( LIMIT-TO ( EXACTSRCTITLE,""Antiviral Research"" )"
"68","Virology Journal"," AND ( LIMIT-TO ( EXACTSRCTITLE,""Virology Journal"" )",2,"( LIMIT-TO ( PUBYEAR,2003) OR LIMIT-TO ( PUBYEAR,2004) OR LIMIT-TO ( PUBYEAR,2005) OR LIMIT-TO ( PUBYEAR,2006) OR LIMIT-TO ( PUBYEAR,2007) OR LIMIT-TO ( PUBYEAR,2008) OR LIMIT-TO ( PUBYEAR,2009) OR LIMIT-TO ( PUBYEAR,2010) OR LIMIT-TO ( PUBYEAR,2011)  OR LIMIT-TO ( PUBYEAR,2012) )","""COVID-19"" OR ""Coronavirus"" OR ""Corona virus"" OR ""2019-nCoV"" OR ""SARS-CoV"" OR ""MERS-CoV"" OR ""Severe Acute Respiratory Syndrome"" OR ""Middle East Respiratory Syndrome"" AND ( LIMIT-TO ( PUBYEAR,2003) OR LIMIT-TO ( PUBYEAR,2004) OR LIMIT-TO ( PUBYEAR,2005) OR LIMIT-TO ( PUBYEAR,2006) OR LIMIT-TO ( PUBYEAR,2007) OR LIMIT-TO ( PUBYEAR,2008) OR LIMIT-TO ( PUBYEAR,2009) OR LIMIT-TO ( PUBYEAR,2010) OR LIMIT-TO ( PUBYEAR,2011)  OR LIMIT-TO ( PUBYEAR,2012) ) AND ( LIMIT-TO ( EXACTSRCTITLE,""Virology Journal"" )"
"69","International Journal Of Environmental Research And Public Health"," AND ( LIMIT-TO ( EXACTSRCTITLE,""International Journal Of Environmental Research And Public Health"" )",2,"( LIMIT-TO ( PUBYEAR,2003) OR LIMIT-TO ( PUBYEAR,2004) OR LIMIT-TO ( PUBYEAR,2005) OR LIMIT-TO ( PUBYEAR,2006) OR LIMIT-TO ( PUBYEAR,2007) OR LIMIT-TO ( PUBYEAR,2008) OR LIMIT-TO ( PUBYEAR,2009) OR LIMIT-TO ( PUBYEAR,2010) OR LIMIT-TO ( PUBYEAR,2011)  OR LIMIT-TO ( PUBYEAR,2012) )","""COVID-19"" OR ""Coronavirus"" OR ""Corona virus"" OR ""2019-nCoV"" OR ""SARS-CoV"" OR ""MERS-CoV"" OR ""Severe Acute Respiratory Syndrome"" OR ""Middle East Respiratory Syndrome"" AND ( LIMIT-TO ( PUBYEAR,2003) OR LIMIT-TO ( PUBYEAR,2004) OR LIMIT-TO ( PUBYEAR,2005) OR LIMIT-TO ( PUBYEAR,2006) OR LIMIT-TO ( PUBYEAR,2007) OR LIMIT-TO ( PUBYEAR,2008) OR LIMIT-TO ( PUBYEAR,2009) OR LIMIT-TO ( PUBYEAR,2010) OR LIMIT-TO ( PUBYEAR,2011)  OR LIMIT-TO ( PUBYEAR,2012) ) AND ( LIMIT-TO ( EXACTSRCTITLE,""International Journal Of Environmental Research And Public Health"" )"
"70","Sustainability Switzerland"," AND ( LIMIT-TO ( EXACTSRCTITLE,""Sustainability Switzerland"" )",2,"( LIMIT-TO ( PUBYEAR,2003) OR LIMIT-TO ( PUBYEAR,2004) OR LIMIT-TO ( PUBYEAR,2005) OR LIMIT-TO ( PUBYEAR,2006) OR LIMIT-TO ( PUBYEAR,2007) OR LIMIT-TO ( PUBYEAR,2008) OR LIMIT-TO ( PUBYEAR,2009) OR LIMIT-TO ( PUBYEAR,2010) OR LIMIT-TO ( PUBYEAR,2011)  OR LIMIT-TO ( PUBYEAR,2012) )","""COVID-19"" OR ""Coronavirus"" OR ""Corona virus"" OR ""2019-nCoV"" OR ""SARS-CoV"" OR ""MERS-CoV"" OR ""Severe Acute Respiratory Syndrome"" OR ""Middle East Respiratory Syndrome"" AND ( LIMIT-TO ( PUBYEAR,2003) OR LIMIT-TO ( PUBYEAR,2004) OR LIMIT-TO ( PUBYEAR,2005) OR LIMIT-TO ( PUBYEAR,2006) OR LIMIT-TO ( PUBYEAR,2007) OR LIMIT-TO ( PUBYEAR,2008) OR LIMIT-TO ( PUBYEAR,2009) OR LIMIT-TO ( PUBYEAR,2010) OR LIMIT-TO ( PUBYEAR,2011)  OR LIMIT-TO ( PUBYEAR,2012) ) AND ( LIMIT-TO ( EXACTSRCTITLE,""Sustainability Switzerland"" )"
"71","Frontiers In Psychology"," AND ( LIMIT-TO ( EXACTSRCTITLE,""Frontiers In Psychology"" )",2,"( LIMIT-TO ( PUBYEAR,2003) OR LIMIT-TO ( PUBYEAR,2004) OR LIMIT-TO ( PUBYEAR,2005) OR LIMIT-TO ( PUBYEAR,2006) OR LIMIT-TO ( PUBYEAR,2007) OR LIMIT-TO ( PUBYEAR,2008) OR LIMIT-TO ( PUBYEAR,2009) OR LIMIT-TO ( PUBYEAR,2010) OR LIMIT-TO ( PUBYEAR,2011)  OR LIMIT-TO ( PUBYEAR,2012) )","""COVID-19"" OR ""Coronavirus"" OR ""Corona virus"" OR ""2019-nCoV"" OR ""SARS-CoV"" OR ""MERS-CoV"" OR ""Severe Acute Respiratory Syndrome"" OR ""Middle East Respiratory Syndrome"" AND ( LIMIT-TO ( PUBYEAR,2003) OR LIMIT-TO ( PUBYEAR,2004) OR LIMIT-TO ( PUBYEAR,2005) OR LIMIT-TO ( PUBYEAR,2006) OR LIMIT-TO ( PUBYEAR,2007) OR LIMIT-TO ( PUBYEAR,2008) OR LIMIT-TO ( PUBYEAR,2009) OR LIMIT-TO ( PUBYEAR,2010) OR LIMIT-TO ( PUBYEAR,2011)  OR LIMIT-TO ( PUBYEAR,2012) ) AND ( LIMIT-TO ( EXACTSRCTITLE,""Frontiers In Psychology"" )"
"72","BMJ"," AND ( LIMIT-TO ( EXACTSRCTITLE,""BMJ"" )",2,"( LIMIT-TO ( PUBYEAR,2003) OR LIMIT-TO ( PUBYEAR,2004) OR LIMIT-TO ( PUBYEAR,2005) OR LIMIT-TO ( PUBYEAR,2006) OR LIMIT-TO ( PUBYEAR,2007) OR LIMIT-TO ( PUBYEAR,2008) OR LIMIT-TO ( PUBYEAR,2009) OR LIMIT-TO ( PUBYEAR,2010) OR LIMIT-TO ( PUBYEAR,2011)  OR LIMIT-TO ( PUBYEAR,2012) )","""COVID-19"" OR ""Coronavirus"" OR ""Corona virus"" OR ""2019-nCoV"" OR ""SARS-CoV"" OR ""MERS-CoV"" OR ""Severe Acute Respiratory Syndrome"" OR ""Middle East Respiratory Syndrome"" AND ( LIMIT-TO ( PUBYEAR,2003) OR LIMIT-TO ( PUBYEAR,2004) OR LIMIT-TO ( PUBYEAR,2005) OR LIMIT-TO ( PUBYEAR,2006) OR LIMIT-TO ( PUBYEAR,2007) OR LIMIT-TO ( PUBYEAR,2008) OR LIMIT-TO ( PUBYEAR,2009) OR LIMIT-TO ( PUBYEAR,2010) OR LIMIT-TO ( PUBYEAR,2011)  OR LIMIT-TO ( PUBYEAR,2012) ) AND ( LIMIT-TO ( EXACTSRCTITLE,""BMJ"" )"
"73","Frontiers In Immunology"," AND ( LIMIT-TO ( EXACTSRCTITLE,""Frontiers In Immunology"" )",2,"( LIMIT-TO ( PUBYEAR,2003) OR LIMIT-TO ( PUBYEAR,2004) OR LIMIT-TO ( PUBYEAR,2005) OR LIMIT-TO ( PUBYEAR,2006) OR LIMIT-TO ( PUBYEAR,2007) OR LIMIT-TO ( PUBYEAR,2008) OR LIMIT-TO ( PUBYEAR,2009) OR LIMIT-TO ( PUBYEAR,2010) OR LIMIT-TO ( PUBYEAR,2011)  OR LIMIT-TO ( PUBYEAR,2012) )","""COVID-19"" OR ""Coronavirus"" OR ""Corona virus"" OR ""2019-nCoV"" OR ""SARS-CoV"" OR ""MERS-CoV"" OR ""Severe Acute Respiratory Syndrome"" OR ""Middle East Respiratory Syndrome"" AND ( LIMIT-TO ( PUBYEAR,2003) OR LIMIT-TO ( PUBYEAR,2004) OR LIMIT-TO ( PUBYEAR,2005) OR LIMIT-TO ( PUBYEAR,2006) OR LIMIT-TO ( PUBYEAR,2007) OR LIMIT-TO ( PUBYEAR,2008) OR LIMIT-TO ( PUBYEAR,2009) OR LIMIT-TO ( PUBYEAR,2010) OR LIMIT-TO ( PUBYEAR,2011)  OR LIMIT-TO ( PUBYEAR,2012) ) AND ( LIMIT-TO ( EXACTSRCTITLE,""Frontiers In Immunology"" )"
"74","Frontiers In Public Health"," AND ( LIMIT-TO ( EXACTSRCTITLE,""Frontiers In Public Health"" )",2,"( LIMIT-TO ( PUBYEAR,2003) OR LIMIT-TO ( PUBYEAR,2004) OR LIMIT-TO ( PUBYEAR,2005) OR LIMIT-TO ( PUBYEAR,2006) OR LIMIT-TO ( PUBYEAR,2007) OR LIMIT-TO ( PUBYEAR,2008) OR LIMIT-TO ( PUBYEAR,2009) OR LIMIT-TO ( PUBYEAR,2010) OR LIMIT-TO ( PUBYEAR,2011)  OR LIMIT-TO ( PUBYEAR,2012) )","""COVID-19"" OR ""Coronavirus"" OR ""Corona virus"" OR ""2019-nCoV"" OR ""SARS-CoV"" OR ""MERS-CoV"" OR ""Severe Acute Respiratory Syndrome"" OR ""Middle East Respiratory Syndrome"" AND ( LIMIT-TO ( PUBYEAR,2003) OR LIMIT-TO ( PUBYEAR,2004) OR LIMIT-TO ( PUBYEAR,2005) OR LIMIT-TO ( PUBYEAR,2006) OR LIMIT-TO ( PUBYEAR,2007) OR LIMIT-TO ( PUBYEAR,2008) OR LIMIT-TO ( PUBYEAR,2009) OR LIMIT-TO ( PUBYEAR,2010) OR LIMIT-TO ( PUBYEAR,2011)  OR LIMIT-TO ( PUBYEAR,2012) ) AND ( LIMIT-TO ( EXACTSRCTITLE,""Frontiers In Public Health"" )"
"75","International Journal Of Molecular Sciences"," AND ( LIMIT-TO ( EXACTSRCTITLE,""International Journal Of Molecular Sciences"" )",2,"( LIMIT-TO ( PUBYEAR,2003) OR LIMIT-TO ( PUBYEAR,2004) OR LIMIT-TO ( PUBYEAR,2005) OR LIMIT-TO ( PUBYEAR,2006) OR LIMIT-TO ( PUBYEAR,2007) OR LIMIT-TO ( PUBYEAR,2008) OR LIMIT-TO ( PUBYEAR,2009) OR LIMIT-TO ( PUBYEAR,2010) OR LIMIT-TO ( PUBYEAR,2011)  OR LIMIT-TO ( PUBYEAR,2012) )","""COVID-19"" OR ""Coronavirus"" OR ""Corona virus"" OR ""2019-nCoV"" OR ""SARS-CoV"" OR ""MERS-CoV"" OR ""Severe Acute Respiratory Syndrome"" OR ""Middle East Respiratory Syndrome"" AND ( LIMIT-TO ( PUBYEAR,2003) OR LIMIT-TO ( PUBYEAR,2004) OR LIMIT-TO ( PUBYEAR,2005) OR LIMIT-TO ( PUBYEAR,2006) OR LIMIT-TO ( PUBYEAR,2007) OR LIMIT-TO ( PUBYEAR,2008) OR LIMIT-TO ( PUBYEAR,2009) OR LIMIT-TO ( PUBYEAR,2010) OR LIMIT-TO ( PUBYEAR,2011)  OR LIMIT-TO ( PUBYEAR,2012) ) AND ( LIMIT-TO ( EXACTSRCTITLE,""International Journal Of Molecular Sciences"" )"
"76","Journal Of Medical Virology"," AND ( LIMIT-TO ( EXACTSRCTITLE,""Journal Of Medical Virology"" )",2,"( LIMIT-TO ( PUBYEAR,2003) OR LIMIT-TO ( PUBYEAR,2004) OR LIMIT-TO ( PUBYEAR,2005) OR LIMIT-TO ( PUBYEAR,2006) OR LIMIT-TO ( PUBYEAR,2007) OR LIMIT-TO ( PUBYEAR,2008) OR LIMIT-TO ( PUBYEAR,2009) OR LIMIT-TO ( PUBYEAR,2010) OR LIMIT-TO ( PUBYEAR,2011)  OR LIMIT-TO ( PUBYEAR,2012) )","""COVID-19"" OR ""Coronavirus"" OR ""Corona virus"" OR ""2019-nCoV"" OR ""SARS-CoV"" OR ""MERS-CoV"" OR ""Severe Acute Respiratory Syndrome"" OR ""Middle East Respiratory Syndrome"" AND ( LIMIT-TO ( PUBYEAR,2003) OR LIMIT-TO ( PUBYEAR,2004) OR LIMIT-TO ( PUBYEAR,2005) OR LIMIT-TO ( PUBYEAR,2006) OR LIMIT-TO ( PUBYEAR,2007) OR LIMIT-TO ( PUBYEAR,2008) OR LIMIT-TO ( PUBYEAR,2009) OR LIMIT-TO ( PUBYEAR,2010) OR LIMIT-TO ( PUBYEAR,2011)  OR LIMIT-TO ( PUBYEAR,2012) ) AND ( LIMIT-TO ( EXACTSRCTITLE,""Journal Of Medical Virology"" )"
"77","ACM International Conference Proceeding Series"," AND ( LIMIT-TO ( EXACTSRCTITLE,""ACM International Conference Proceeding Series"" )",2,"( LIMIT-TO ( PUBYEAR,2003) OR LIMIT-TO ( PUBYEAR,2004) OR LIMIT-TO ( PUBYEAR,2005) OR LIMIT-TO ( PUBYEAR,2006) OR LIMIT-TO ( PUBYEAR,2007) OR LIMIT-TO ( PUBYEAR,2008) OR LIMIT-TO ( PUBYEAR,2009) OR LIMIT-TO ( PUBYEAR,2010) OR LIMIT-TO ( PUBYEAR,2011)  OR LIMIT-TO ( PUBYEAR,2012) )","""COVID-19"" OR ""Coronavirus"" OR ""Corona virus"" OR ""2019-nCoV"" OR ""SARS-CoV"" OR ""MERS-CoV"" OR ""Severe Acute Respiratory Syndrome"" OR ""Middle East Respiratory Syndrome"" AND ( LIMIT-TO ( PUBYEAR,2003) OR LIMIT-TO ( PUBYEAR,2004) OR LIMIT-TO ( PUBYEAR,2005) OR LIMIT-TO ( PUBYEAR,2006) OR LIMIT-TO ( PUBYEAR,2007) OR LIMIT-TO ( PUBYEAR,2008) OR LIMIT-TO ( PUBYEAR,2009) OR LIMIT-TO ( PUBYEAR,2010) OR LIMIT-TO ( PUBYEAR,2011)  OR LIMIT-TO ( PUBYEAR,2012) ) AND ( LIMIT-TO ( EXACTSRCTITLE,""ACM International Conference Proceeding Series"" )"
"78","BMJ Open"," AND ( LIMIT-TO ( EXACTSRCTITLE,""BMJ Open"" )",2,"( LIMIT-TO ( PUBYEAR,2003) OR LIMIT-TO ( PUBYEAR,2004) OR LIMIT-TO ( PUBYEAR,2005) OR LIMIT-TO ( PUBYEAR,2006) OR LIMIT-TO ( PUBYEAR,2007) OR LIMIT-TO ( PUBYEAR,2008) OR LIMIT-TO ( PUBYEAR,2009) OR LIMIT-TO ( PUBYEAR,2010) OR LIMIT-TO ( PUBYEAR,2011)  OR LIMIT-TO ( PUBYEAR,2012) )","""COVID-19"" OR ""Coronavirus"" OR ""Corona virus"" OR ""2019-nCoV"" OR ""SARS-CoV"" OR ""MERS-CoV"" OR ""Severe Acute Respiratory Syndrome"" OR ""Middle East Respiratory Syndrome"" AND ( LIMIT-TO ( PUBYEAR,2003) OR LIMIT-TO ( PUBYEAR,2004) OR LIMIT-TO ( PUBYEAR,2005) OR LIMIT-TO ( PUBYEAR,2006) OR LIMIT-TO ( PUBYEAR,2007) OR LIMIT-TO ( PUBYEAR,2008) OR LIMIT-TO ( PUBYEAR,2009) OR LIMIT-TO ( PUBYEAR,2010) OR LIMIT-TO ( PUBYEAR,2011)  OR LIMIT-TO ( PUBYEAR,2012) ) AND ( LIMIT-TO ( EXACTSRCTITLE,""BMJ Open"" )"
"79","Journal Of Clinical Medicine"," AND ( LIMIT-TO ( EXACTSRCTITLE,""Journal Of Clinical Medicine"" )",2,"( LIMIT-TO ( PUBYEAR,2003) OR LIMIT-TO ( PUBYEAR,2004) OR LIMIT-TO ( PUBYEAR,2005) OR LIMIT-TO ( PUBYEAR,2006) OR LIMIT-TO ( PUBYEAR,2007) OR LIMIT-TO ( PUBYEAR,2008) OR LIMIT-TO ( PUBYEAR,2009) OR LIMIT-TO ( PUBYEAR,2010) OR LIMIT-TO ( PUBYEAR,2011)  OR LIMIT-TO ( PUBYEAR,2012) )","""COVID-19"" OR ""Coronavirus"" OR ""Corona virus"" OR ""2019-nCoV"" OR ""SARS-CoV"" OR ""MERS-CoV"" OR ""Severe Acute Respiratory Syndrome"" OR ""Middle East Respiratory Syndrome"" AND ( LIMIT-TO ( PUBYEAR,2003) OR LIMIT-TO ( PUBYEAR,2004) OR LIMIT-TO ( PUBYEAR,2005) OR LIMIT-TO ( PUBYEAR,2006) OR LIMIT-TO ( PUBYEAR,2007) OR LIMIT-TO ( PUBYEAR,2008) OR LIMIT-TO ( PUBYEAR,2009) OR LIMIT-TO ( PUBYEAR,2010) OR LIMIT-TO ( PUBYEAR,2011)  OR LIMIT-TO ( PUBYEAR,2012) ) AND ( LIMIT-TO ( EXACTSRCTITLE,""Journal Of Clinical Medicine"" )"
"80","Vaccines"," AND ( LIMIT-TO ( EXACTSRCTITLE,""Vaccines"" )",2,"( LIMIT-TO ( PUBYEAR,2003) OR LIMIT-TO ( PUBYEAR,2004) OR LIMIT-TO ( PUBYEAR,2005) OR LIMIT-TO ( PUBYEAR,2006) OR LIMIT-TO ( PUBYEAR,2007) OR LIMIT-TO ( PUBYEAR,2008) OR LIMIT-TO ( PUBYEAR,2009) OR LIMIT-TO ( PUBYEAR,2010) OR LIMIT-TO ( PUBYEAR,2011)  OR LIMIT-TO ( PUBYEAR,2012) )","""COVID-19"" OR ""Coronavirus"" OR ""Corona virus"" OR ""2019-nCoV"" OR ""SARS-CoV"" OR ""MERS-CoV"" OR ""Severe Acute Respiratory Syndrome"" OR ""Middle East Respiratory Syndrome"" AND ( LIMIT-TO ( PUBYEAR,2003) OR LIMIT-TO ( PUBYEAR,2004) OR LIMIT-TO ( PUBYEAR,2005) OR LIMIT-TO ( PUBYEAR,2006) OR LIMIT-TO ( PUBYEAR,2007) OR LIMIT-TO ( PUBYEAR,2008) OR LIMIT-TO ( PUBYEAR,2009) OR LIMIT-TO ( PUBYEAR,2010) OR LIMIT-TO ( PUBYEAR,2011)  OR LIMIT-TO ( PUBYEAR,2012) ) AND ( LIMIT-TO ( EXACTSRCTITLE,""Vaccines"" )"
"81","Journal Of Virology"," AND ( LIMIT-TO ( EXACTSRCTITLE,""Journal Of Virology"" )",3,"( LIMIT-TO ( PUBYEAR,2013) OR LIMIT-TO ( PUBYEAR,2014) OR LIMIT-TO ( PUBYEAR,2015) OR LIMIT-TO ( PUBYEAR,2016) OR LIMIT-TO ( PUBYEAR,2017) OR LIMIT-TO ( PUBYEAR,2018) OR LIMIT-TO ( PUBYEAR,2019) )","""COVID-19"" OR ""Coronavirus"" OR ""Corona virus"" OR ""2019-nCoV"" OR ""SARS-CoV"" OR ""MERS-CoV"" OR ""Severe Acute Respiratory Syndrome"" OR ""Middle East Respiratory Syndrome"" AND ( LIMIT-TO ( PUBYEAR,2013) OR LIMIT-TO ( PUBYEAR,2014) OR LIMIT-TO ( PUBYEAR,2015) OR LIMIT-TO ( PUBYEAR,2016) OR LIMIT-TO ( PUBYEAR,2017) OR LIMIT-TO ( PUBYEAR,2018) OR LIMIT-TO ( PUBYEAR,2019) ) AND ( LIMIT-TO ( EXACTSRCTITLE,""Journal Of Virology"" )"
"82","Advances In Experimental Medicine And Biology"," AND ( LIMIT-TO ( EXACTSRCTITLE,""Advances In Experimental Medicine And Biology"" )",3,"( LIMIT-TO ( PUBYEAR,2013) OR LIMIT-TO ( PUBYEAR,2014) OR LIMIT-TO ( PUBYEAR,2015) OR LIMIT-TO ( PUBYEAR,2016) OR LIMIT-TO ( PUBYEAR,2017) OR LIMIT-TO ( PUBYEAR,2018) OR LIMIT-TO ( PUBYEAR,2019) )","""COVID-19"" OR ""Coronavirus"" OR ""Corona virus"" OR ""2019-nCoV"" OR ""SARS-CoV"" OR ""MERS-CoV"" OR ""Severe Acute Respiratory Syndrome"" OR ""Middle East Respiratory Syndrome"" AND ( LIMIT-TO ( PUBYEAR,2013) OR LIMIT-TO ( PUBYEAR,2014) OR LIMIT-TO ( PUBYEAR,2015) OR LIMIT-TO ( PUBYEAR,2016) OR LIMIT-TO ( PUBYEAR,2017) OR LIMIT-TO ( PUBYEAR,2018) OR LIMIT-TO ( PUBYEAR,2019) ) AND ( LIMIT-TO ( EXACTSRCTITLE,""Advances In Experimental Medicine And Biology"" )"
"83","Virology"," AND ( LIMIT-TO ( EXACTSRCTITLE,""Virology"" )",3,"( LIMIT-TO ( PUBYEAR,2013) OR LIMIT-TO ( PUBYEAR,2014) OR LIMIT-TO ( PUBYEAR,2015) OR LIMIT-TO ( PUBYEAR,2016) OR LIMIT-TO ( PUBYEAR,2017) OR LIMIT-TO ( PUBYEAR,2018) OR LIMIT-TO ( PUBYEAR,2019) )","""COVID-19"" OR ""Coronavirus"" OR ""Corona virus"" OR ""2019-nCoV"" OR ""SARS-CoV"" OR ""MERS-CoV"" OR ""Severe Acute Respiratory Syndrome"" OR ""Middle East Respiratory Syndrome"" AND ( LIMIT-TO ( PUBYEAR,2013) OR LIMIT-TO ( PUBYEAR,2014) OR LIMIT-TO ( PUBYEAR,2015) OR LIMIT-TO ( PUBYEAR,2016) OR LIMIT-TO ( PUBYEAR,2017) OR LIMIT-TO ( PUBYEAR,2018) OR LIMIT-TO ( PUBYEAR,2019) ) AND ( LIMIT-TO ( EXACTSRCTITLE,""Virology"" )"
"84","Journal Of General Virology"," AND ( LIMIT-TO ( EXACTSRCTITLE,""Journal Of General Virology"" )",3,"( LIMIT-TO ( PUBYEAR,2013) OR LIMIT-TO ( PUBYEAR,2014) OR LIMIT-TO ( PUBYEAR,2015) OR LIMIT-TO ( PUBYEAR,2016) OR LIMIT-TO ( PUBYEAR,2017) OR LIMIT-TO ( PUBYEAR,2018) OR LIMIT-TO ( PUBYEAR,2019) )","""COVID-19"" OR ""Coronavirus"" OR ""Corona virus"" OR ""2019-nCoV"" OR ""SARS-CoV"" OR ""MERS-CoV"" OR ""Severe Acute Respiratory Syndrome"" OR ""Middle East Respiratory Syndrome"" AND ( LIMIT-TO ( PUBYEAR,2013) OR LIMIT-TO ( PUBYEAR,2014) OR LIMIT-TO ( PUBYEAR,2015) OR LIMIT-TO ( PUBYEAR,2016) OR LIMIT-TO ( PUBYEAR,2017) OR LIMIT-TO ( PUBYEAR,2018) OR LIMIT-TO ( PUBYEAR,2019) ) AND ( LIMIT-TO ( EXACTSRCTITLE,""Journal Of General Virology"" )"
"85","Archives Of Virology"," AND ( LIMIT-TO ( EXACTSRCTITLE,""Archives Of Virology"" )",3,"( LIMIT-TO ( PUBYEAR,2013) OR LIMIT-TO ( PUBYEAR,2014) OR LIMIT-TO ( PUBYEAR,2015) OR LIMIT-TO ( PUBYEAR,2016) OR LIMIT-TO ( PUBYEAR,2017) OR LIMIT-TO ( PUBYEAR,2018) OR LIMIT-TO ( PUBYEAR,2019) )","""COVID-19"" OR ""Coronavirus"" OR ""Corona virus"" OR ""2019-nCoV"" OR ""SARS-CoV"" OR ""MERS-CoV"" OR ""Severe Acute Respiratory Syndrome"" OR ""Middle East Respiratory Syndrome"" AND ( LIMIT-TO ( PUBYEAR,2013) OR LIMIT-TO ( PUBYEAR,2014) OR LIMIT-TO ( PUBYEAR,2015) OR LIMIT-TO ( PUBYEAR,2016) OR LIMIT-TO ( PUBYEAR,2017) OR LIMIT-TO ( PUBYEAR,2018) OR LIMIT-TO ( PUBYEAR,2019) ) AND ( LIMIT-TO ( EXACTSRCTITLE,""Archives Of Virology"" )"
"86","Plos One"," AND ( LIMIT-TO ( EXACTSRCTITLE,""Plos One"" )",3,"( LIMIT-TO ( PUBYEAR,2013) OR LIMIT-TO ( PUBYEAR,2014) OR LIMIT-TO ( PUBYEAR,2015) OR LIMIT-TO ( PUBYEAR,2016) OR LIMIT-TO ( PUBYEAR,2017) OR LIMIT-TO ( PUBYEAR,2018) OR LIMIT-TO ( PUBYEAR,2019) )","""COVID-19"" OR ""Coronavirus"" OR ""Corona virus"" OR ""2019-nCoV"" OR ""SARS-CoV"" OR ""MERS-CoV"" OR ""Severe Acute Respiratory Syndrome"" OR ""Middle East Respiratory Syndrome"" AND ( LIMIT-TO ( PUBYEAR,2013) OR LIMIT-TO ( PUBYEAR,2014) OR LIMIT-TO ( PUBYEAR,2015) OR LIMIT-TO ( PUBYEAR,2016) OR LIMIT-TO ( PUBYEAR,2017) OR LIMIT-TO ( PUBYEAR,2018) OR LIMIT-TO ( PUBYEAR,2019) ) AND ( LIMIT-TO ( EXACTSRCTITLE,""Plos One"" )"
"87","Avian Diseases"," AND ( LIMIT-TO ( EXACTSRCTITLE,""Avian Diseases"" )",3,"( LIMIT-TO ( PUBYEAR,2013) OR LIMIT-TO ( PUBYEAR,2014) OR LIMIT-TO ( PUBYEAR,2015) OR LIMIT-TO ( PUBYEAR,2016) OR LIMIT-TO ( PUBYEAR,2017) OR LIMIT-TO ( PUBYEAR,2018) OR LIMIT-TO ( PUBYEAR,2019) )","""COVID-19"" OR ""Coronavirus"" OR ""Corona virus"" OR ""2019-nCoV"" OR ""SARS-CoV"" OR ""MERS-CoV"" OR ""Severe Acute Respiratory Syndrome"" OR ""Middle East Respiratory Syndrome"" AND ( LIMIT-TO ( PUBYEAR,2013) OR LIMIT-TO ( PUBYEAR,2014) OR LIMIT-TO ( PUBYEAR,2015) OR LIMIT-TO ( PUBYEAR,2016) OR LIMIT-TO ( PUBYEAR,2017) OR LIMIT-TO ( PUBYEAR,2018) OR LIMIT-TO ( PUBYEAR,2019) ) AND ( LIMIT-TO ( EXACTSRCTITLE,""Avian Diseases"" )"
"88","American Journal Of Veterinary Research"," AND ( LIMIT-TO ( EXACTSRCTITLE,""American Journal Of Veterinary Research"" )",3,"( LIMIT-TO ( PUBYEAR,2013) OR LIMIT-TO ( PUBYEAR,2014) OR LIMIT-TO ( PUBYEAR,2015) OR LIMIT-TO ( PUBYEAR,2016) OR LIMIT-TO ( PUBYEAR,2017) OR LIMIT-TO ( PUBYEAR,2018) OR LIMIT-TO ( PUBYEAR,2019) )","""COVID-19"" OR ""Coronavirus"" OR ""Corona virus"" OR ""2019-nCoV"" OR ""SARS-CoV"" OR ""MERS-CoV"" OR ""Severe Acute Respiratory Syndrome"" OR ""Middle East Respiratory Syndrome"" AND ( LIMIT-TO ( PUBYEAR,2013) OR LIMIT-TO ( PUBYEAR,2014) OR LIMIT-TO ( PUBYEAR,2015) OR LIMIT-TO ( PUBYEAR,2016) OR LIMIT-TO ( PUBYEAR,2017) OR LIMIT-TO ( PUBYEAR,2018) OR LIMIT-TO ( PUBYEAR,2019) ) AND ( LIMIT-TO ( EXACTSRCTITLE,""American Journal Of Veterinary Research"" )"
